ID_costo;Planta;Energía_CLP;Mano_obra_CLP;Mantención_CLP;Mes
57045;Calbuco;2497095;2603520;1240806;11
57046;Chinquihue;2254175;3996861;1471256;3
57047;Quellón;2242075;3728774;1327269;7
57048;Quellón;2077758;3001522;961156;6
57049;Calbuco;2615212;2917008;608347;3
57050;Chinquihue;1685187;1813144;559609;4
57051;Quellón;1757911;2800739;877698;4
57052;Calbuco;1960539;2804761;859321;10
57053;Hornopirén;2821694;860641;839659;12
57054;Hornopirén;1311345;3027980;683779;4
57055;Hornopirén;2918646;2367260;1118950;3
57056;Puerto Montt;1344113;4081278;1779487;12
57057;Chinquihue;1937872;2772112;677775;7
57058;Quellón;2619889;2713764;881585;2
57059;Quellón;1158955;2060837;944420;8
57060;Chinquihue;2181309;2364165;997618;10
57061;Chinquihue;2960883;2781576;1683575;12
57062;Puerto Montt;939502;3153961;1198497;11
57063;Calbuco;2167857;3316355;1022065;7
57064;Hornopirén;797260;2861267;800930;8
57065;Hornopirén;1764565;3479855;820156;10
57066;Quellón;2110838;2757024;941484;11
57067;Calbuco;2484489;3407619;352331;6
57068;Calbuco;2391613;3646303;1403018;9
57069;Hornopirén;1744996;3090671;1126210;7
57070;Quellón;2522594;2726565;914472;10
57071;Quellón;2932264;2408979;677255;1
57072;Chinquihue;2367658;3142446;1117068;3
57073;Calbuco;2147271;3486562;809492;7
57074;Quellón;2127211;3320342;608421;11
57075;Quellón;2611484;3283437;638870;2
57076;Puerto Montt;2240837;3414689;504128;11
57077;Chinquihue;2270494;2800581;749771;6
57078;Chinquihue;2702312;3764775;1147832;6
57079;Chinquihue;2491617;2963214;774503;3
57080;Puerto Montt;2307746;2978369;1008980;5
57081;Hornopirén;1869041;2190329;1257942;10
57082;Chinquihue;1685315;3661783;787453;8
57083;Hornopirén;1304206;3332272;1198063;10
57084;Calbuco;2715854;3464339;800783;1
57085;Hornopirén;1623127;2106569;919374;2
57086;Hornopirén;2125078;3791104;929401;12
57087;Chinquihue;1516493;3786863;955127;12
57088;Hornopirén;1870632;4653589;1204436;2
57089;Calbuco;1134168;3167463;973534;8
57090;Hornopirén;849679;3064095;745636;9
57091;Chinquihue;3103696;3693873;1309315;4
57092;Puerto Montt;2175551;2814588;617092;9
57093;Chinquihue;1780736;2873803;1089689;4
57094;Hornopirén;3310732;1933267;967624;9
57095;Quellón;1890374;2530337;1038540;12
57096;Hornopirén;1875639;2327180;731421;11
57097;Puerto Montt;2470301;2666418;875180;12
57098;Quellón;1035689;4106250;624606;7
57099;Quellón;1992317;3539361;1328486;3
57100;Calbuco;1979766;2618944;1220125;3
57101;Hornopirén;2670423;2275509;1075681;7
57102;Quellón;1916085;4440819;1296724;10
57103;Chinquihue;2608341;3519421;560102;7
57104;Calbuco;2458738;3739051;1034754;6
57105;Calbuco;1062860;2945882;725155;8
57106;Puerto Montt;1466746;4246288;1522300;4
57107;Quellón;2457450;3793924;515400;8
57108;Hornopirén;1967913;2072637;2105473;11
57109;Puerto Montt;2796183;4373366;793679;8
57110;Calbuco;2179399;3645011;1104182;9
57111;Calbuco;2514774;2826841;1139238;10
57112;Hornopirén;2725463;3386214;971066;9
57113;Calbuco;1909837;3184428;1017968;8
57114;Quellón;1631323;3451689;799358;10
57115;Chinquihue;2090641;2562825;1139125;2
57116;Quellón;1820410;3670464;1493327;9
57117;Chinquihue;1927284;3038203;934343;4
57118;Chinquihue;1245768;3875111;562849;5
57119;Puerto Montt;1350359;2866644;1461646;7
57120;Calbuco;2079143;2278116;1502919;4
57121;Calbuco;1336704;4394724;1049144;3
57122;Hornopirén;1944877;4321633;1281793;12
57123;Puerto Montt;2009780;3011939;974375;10
57124;Quellón;2667216;2103329;464759;10
57125;Hornopirén;2569396;981206;1195157;12
57126;Quellón;1818225;2837354;1492518;3
57127;Hornopirén;1742157;2140224;1711688;3
57128;Hornopirén;2787760;3802969;910470;4
57129;Puerto Montt;2372662;2066140;824689;3
57130;Hornopirén;1351641;3212612;548233;1
57131;Quellón;1834421;3567654;1094431;5
57132;Quellón;1312112;3572211;567947;11
57133;Chinquihue;1831531;3663645;1010219;10
57134;Calbuco;1947693;2520403;1503671;1
57135;Puerto Montt;1920401;3920212;824132;9
57136;Calbuco;2368707;2750225;1187688;4
57137;Chinquihue;2272913;1748081;1206947;10
57138;Hornopirén;715765;3374418;476757;7
57139;Calbuco;1787077;3688915;1031317;7
57140;Quellón;1897639;4563798;939356;11
57141;Quellón;2634593;2778472;1109998;7
57142;Puerto Montt;824563;4504683;1322680;7
57143;Hornopirén;798256;2771639;1597469;2
57144;Puerto Montt;1110228;1268067;946777;6
57145;Hornopirén;2593645;2852612;587689;3
57146;Quellón;2061090;1982308;810837;12
57147;Quellón;3181061;1983228;1162272;6
57148;Calbuco;2435771;3686838;750554;7
57149;Hornopirén;1275478;2653826;861956;7
57150;Puerto Montt;1594540;3126151;954872;11
57151;Puerto Montt;2258769;3373684;1502136;1
57152;Puerto Montt;2529825;2025527;1155183;3
57153;Calbuco;2083520;3087873;1035448;5
57154;Quellón;2391349;3409176;1311420;6
57155;Hornopirén;1811805;2500005;1182228;8
57156;Quellón;1728459;3172387;947148;3
57157;Hornopirén;1156125;2553851;877488;7
57158;Chinquihue;1689311;3147182;1226858;2
57159;Puerto Montt;1891750;3828632;1159016;7
57160;Puerto Montt;2633141;2919157;842075;11
57161;Chinquihue;1641523;1461100;714657;5
57162;Calbuco;2074163;2641558;725488;7
57163;Quellón;2426350;3517132;679041;9
57164;Quellón;2320699;3816055;814421;11
57165;Calbuco;2277216;1953124;1114023;3
57166;Puerto Montt;2050481;5323838;839314;3
57167;Quellón;1706250;3467970;1004976;6
57168;Puerto Montt;2678859;4274873;1229396;6
57169;Quellón;2537009;2505324;932472;10
57170;Hornopirén;2045187;2717129;1314801;7
57171;Chinquihue;2597639;2582899;1466005;6
57172;Hornopirén;1832618;3604645;991459;2
57173;Hornopirén;3140881;2657425;1063972;4
57174;Quellón;1654110;3517646;1059364;3
57175;Quellón;2837005;2297043;1381323;6
57176;Puerto Montt;1456181;2410690;814698;11
57177;Hornopirén;1722338;3111305;979318;8
57178;Puerto Montt;1966972;2185430;1410655;8
57179;Calbuco;2691143;2167614;735443;2
57180;Hornopirén;1619044;2631861;1017636;3
57181;Quellón;733183;3263496;868588;6
57182;Quellón;1647309;2573158;1246832;5
57183;Puerto Montt;1844879;5066104;999668;2
57184;Puerto Montt;2270975;2386537;1039862;11
57185;Quellón;2402933;3193541;1379436;5
57186;Quellón;1812219;2088506;1215971;1
57187;Puerto Montt;2589371;2367907;708088;2
57188;Quellón;2565781;2605145;805393;7
57189;Hornopirén;1302980;3450234;1416311;2
57190;Quellón;2069754;3628201;886976;7
57191;Calbuco;1667833;1966989;1364331;6
57192;Hornopirén;1657026;3733038;756095;7
57193;Hornopirén;3481572;1602545;396430;3
57194;Hornopirén;2331188;3189738;1433608;1
57195;Hornopirén;2263829;3510162;1066802;2
57196;Chinquihue;2338400;3036750;716691;3
57197;Hornopirén;2231396;3165113;915394;12
57198;Quellón;1547512;1848748;1302670;12
57199;Chinquihue;1101162;2207039;795389;10
57200;Hornopirén;1307876;4732389;355726;4
57201;Chinquihue;1422266;2862491;1256916;6
57202;Quellón;2568494;4548814;1157004;7
57203;Quellón;1781013;3408192;884399;12
57204;Puerto Montt;1274784;1295995;904125;1
57205;Quellón;2134466;2304842;1143060;12
57206;Chinquihue;1765933;4629139;1211466;8
57207;Hornopirén;2179080;4063214;801708;8
57208;Puerto Montt;2014950;2898236;849327;1
57209;Chinquihue;2528573;2648195;963908;10
57210;Calbuco;1325485;2931940;728927;2
57211;Calbuco;1115507;665421;1040084;8
57212;Quellón;3104886;1960281;1168342;3
57213;Calbuco;1958579;3103406;837861;6
57214;Chinquihue;2773645;2965312;1227131;2
57215;Puerto Montt;2236736;4182638;864367;7
57216;Quellón;2498661;3611359;704776;5
57217;Calbuco;2407218;2755743;1457648;1
57218;Chinquihue;1794189;2967837;1154772;1
57219;Hornopirén;1250639;3197970;1221780;7
57220;Hornopirén;2735074;2704285;790969;6
57221;Puerto Montt;1978225;2919125;586162;2
57222;Puerto Montt;1693013;2134609;823137;4
57223;Quellón;1280423;2262717;1022043;3
57224;Hornopirén;1385351;3035915;605834;9
57225;Quellón;1229684;2755482;1249522;8
57226;Hornopirén;2298125;3068806;793078;11
57227;Calbuco;1724344;3038816;1548203;8
57228;Puerto Montt;2320585;3513902;1314176;11
57229;Chinquihue;2636500;3922695;873802;11
57230;Hornopirén;1249447;3041931;925165;3
57231;Hornopirén;2164720;5467240;877049;10
57232;Hornopirén;2096045;2625117;1216775;3
57233;Chinquihue;1954443;2099285;1277372;7
57234;Puerto Montt;2567985;2812546;683564;11
57235;Calbuco;2093906;2771471;1408260;11
57236;Calbuco;2192981;2036552;785268;1
57237;Calbuco;2215221;3240529;1063326;12
57238;Hornopirén;1695777;673404;1028355;11
57239;Calbuco;2601503;3140035;1258802;5
57240;Puerto Montt;2826795;4308889;632213;1
57241;Hornopirén;1638184;2816516;1073826;6
57242;Chinquihue;1369433;3806463;828609;6
57243;Puerto Montt;1601303;1925766;827788;12
57244;Puerto Montt;2043338;2515741;514873;6
57245;Hornopirén;2026331;2472213;1198944;9
57246;Calbuco;3218088;3063076;722733;4
57247;Chinquihue;1161880;3031699;1072556;4
57248;Calbuco;2687616;3245334;923164;7
57249;Chinquihue;1558454;2077884;875946;3
57250;Puerto Montt;2129343;4651049;1224424;2
57251;Hornopirén;1723036;4156714;886892;10
57252;Quellón;1415517;1463855;749521;5
57253;Hornopirén;2565317;3584270;596458;10
57254;Calbuco;3200670;2979941;713105;1
57255;Calbuco;2593828;2131797;894068;6
57256;Hornopirén;2166889;2989804;820955;1
57257;Quellón;1492623;3155923;967825;8
57258;Puerto Montt;1873288;3112078;1330685;6
57259;Quellón;2690108;3676751;1154714;2
57260;Hornopirén;1470767;3322608;976059;12
57261;Hornopirén;2645405;1905331;417685;7
57262;Chinquihue;2102178;1611458;605531;9
57263;Hornopirén;2511010;2793186;1037206;11
57264;Hornopirén;1793031;2892344;879138;5
57265;Hornopirén;1233946;2006048;1367033;3
57266;Chinquihue;848239;3138355;887050;2
57267;Calbuco;1645461;3044471;628346;6
57268;Quellón;1722980;2671636;662540;12
57269;Calbuco;1882176;3698600;937738;1
57270;Puerto Montt;1974129;3420013;1422506;8
57271;Quellón;2101016;3373718;503452;3
57272;Hornopirén;2416692;1973754;1470096;1
57273;Hornopirén;2606353;3610296;803183;10
57274;Chinquihue;2088920;3458724;1302264;11
57275;Hornopirén;2266689;3014464;868460;3
57276;Chinquihue;1636933;1510594;768227;10
57277;Puerto Montt;1254326;3025478;456142;4
57278;Hornopirén;1663203;1563837;966642;8
57279;Chinquihue;2661527;3545779;1336441;12
57280;Calbuco;1699547;2735673;711940;7
57281;Hornopirén;2256628;2856780;600581;10
57282;Puerto Montt;2407645;2536295;800203;4
57283;Hornopirén;2182322;3597699;1037373;7
57284;Chinquihue;1419285;2666677;938819;11
57285;Puerto Montt;1564737;923612;735451;8
57286;Quellón;2633642;1780141;1355794;5
57287;Hornopirén;2223543;2905082;1111883;9
57288;Calbuco;1601759;2502189;650578;6
57289;Puerto Montt;2243321;2258793;971151;8
57290;Quellón;2310288;1350988;1117909;10
57291;Chinquihue;1764219;4037531;928823;2
57292;Puerto Montt;2148835;1968504;850390;6
57293;Quellón;2146614;3521492;760152;4
57294;Puerto Montt;2604961;1187680;1312873;3
57295;Calbuco;1903307;2542665;599361;10
57296;Chinquihue;1930169;3028445;652970;8
57297;Hornopirén;2039501;2832761;623450;1
57298;Puerto Montt;1610204;4030931;617054;1
57299;Calbuco;1672939;3548464;959548;8
57300;Chinquihue;2327869;3176139;1275680;3
57301;Hornopirén;2714886;4549911;1154035;10
57302;Quellón;2151527;3019171;1219124;2
57303;Quellón;1515087;3115161;643693;8
57304;Hornopirén;1370491;4285221;934838;5
57305;Quellón;3179094;2024763;826823;8
57306;Calbuco;2490326;2240117;698136;2
57307;Puerto Montt;1793139;2160347;785763;11
57308;Calbuco;1815945;3881260;1367734;7
57309;Quellón;1403052;3295806;1005984;6
57310;Calbuco;1915662;3360862;966257;12
57311;Quellón;1485079;2457940;661373;7
57312;Puerto Montt;1878679;2703820;1167649;2
57313;Chinquihue;1722871;3080453;1380898;12
57314;Quellón;2437498;3368542;903858;5
57315;Calbuco;1854606;3707374;779003;9
57316;Puerto Montt;2361000;2557695;1180509;8
57317;Chinquihue;2430546;2627266;414123;6
57318;Calbuco;1951370;3572576;1166863;1
57319;Puerto Montt;3084357;2900004;905977;2
57320;Quellón;2040328;2894975;1007844;11
57321;Puerto Montt;1546870;3155073;1402392;6
57322;Chinquihue;1819698;3387443;846083;6
57323;Calbuco;1642802;2672082;573996;10
57324;Calbuco;1761315;3920228;905411;2
57325;Chinquihue;2011278;3309302;830999;4
57326;Puerto Montt;2797133;3201782;980451;4
57327;Hornopirén;1976409;3906609;1394796;10
57328;Puerto Montt;2049921;2259148;1434569;2
57329;Calbuco;1550025;2655892;708092;1
57330;Quellón;2364221;1529266;1355217;12
57331;Chinquihue;1789848;3486038;614628;1
57332;Quellón;1966832;3614222;1235177;7
57333;Chinquihue;2184027;2792221;1312925;4
57334;Calbuco;1439855;2162407;965670;4
57335;Hornopirén;1877792;2657933;994985;9
57336;Puerto Montt;1207555;2290330;1255799;3
57337;Hornopirén;1879393;3782615;960098;3
57338;Chinquihue;1135925;1646673;1107804;4
57339;Chinquihue;3097390;2978055;784938;11
57340;Hornopirén;2460783;3423715;992378;6
57341;Puerto Montt;2010072;3838395;1072883;8
57342;Hornopirén;2258206;3146902;332194;8
57343;Calbuco;2002587;2062380;868849;4
57344;Hornopirén;2374740;3489130;1011599;10
57345;Puerto Montt;1699640;2910065;991775;6
57346;Chinquihue;1771559;3486686;1009832;4
57347;Puerto Montt;1742628;2892045;1455109;2
57348;Puerto Montt;1691103;3544004;1662804;2
57349;Chinquihue;1097118;3260789;1344457;10
57350;Chinquihue;2270030;3330332;1149960;12
57351;Puerto Montt;1700193;2456340;1163065;5
57352;Puerto Montt;2895431;2295332;1008129;5
57353;Hornopirén;1885641;2596161;752698;7
57354;Hornopirén;2316495;3056104;1120419;12
57355;Chinquihue;2888523;3459100;1408689;4
57356;Puerto Montt;1252602;2324858;1286383;10
57357;Hornopirén;1771253;2576081;981091;4
57358;Puerto Montt;1615445;4745426;1011661;11
57359;Quellón;1472100;1542228;1240483;2
57360;Puerto Montt;2621723;4354855;1295688;11
57361;Quellón;979935;2339447;557682;10
57362;Chinquihue;1878746;3589696;997761;3
57363;Chinquihue;1951393;2963573;840642;5
57364;Puerto Montt;2245939;3349469;892917;7
57365;Quellón;2066632;3201976;1013735;9
57366;Hornopirén;1298596;2958549;830746;5
57367;Calbuco;1520098;2116009;1273940;2
57368;Hornopirén;2525314;3494281;1401177;4
57369;Calbuco;2032300;3928843;761437;10
57370;Chinquihue;2091520;4208353;743992;12
57371;Quellón;2352966;1596463;958483;1
57372;Puerto Montt;1966303;2399130;885994;1
57373;Calbuco;3082135;4055618;1315847;8
57374;Chinquihue;2284748;2831956;1584220;9
57375;Puerto Montt;1887760;1831571;1068423;10
57376;Calbuco;2184232;2675811;1385010;3
57377;Hornopirén;2798219;2623536;1452710;1
57378;Quellón;2402340;3673875;722741;3
57379;Quellón;3268262;1910156;1390013;8
57380;Puerto Montt;1698200;2484616;801670;8
57381;Puerto Montt;1515145;2725844;1173504;12
57382;Chinquihue;2638876;3023077;400180;5
57383;Chinquihue;2820951;2668882;1011934;9
57384;Quellón;1920611;3113142;839431;5
57385;Hornopirén;2554309;3240007;964545;8
57386;Hornopirén;1475846;3008730;1622596;9
57387;Hornopirén;1585483;2136365;1643467;10
57388;Quellón;1474779;3265912;1231763;10
57389;Calbuco;2230895;2917370;1075925;1
57390;Hornopirén;2072910;2263841;848955;5
57391;Puerto Montt;1008722;3571157;1055406;11
57392;Calbuco;2270177;1971943;1180136;10
57393;Chinquihue;1794130;2881976;459940;7
57394;Quellón;2596757;3000688;1036026;9
57395;Calbuco;1347584;3851490;723919;2
57396;Chinquihue;2286188;3545410;1241636;9
57397;Quellón;1342847;2823862;1450596;11
57398;Puerto Montt;2045221;2601301;1221050;2
57399;Puerto Montt;1673317;1913411;758267;11
57400;Quellón;2349059;4632631;1103645;5
57401;Puerto Montt;1788568;2655043;415838;5
57402;Calbuco;1359812;3580591;719203;4
57403;Calbuco;2139223;2371223;1078001;8
57404;Puerto Montt;2220131;3653056;858320;6
57405;Quellón;1394419;4154880;913052;9
57406;Calbuco;2539138;2553741;988962;6
57407;Chinquihue;2634724;1274008;1051598;8
57408;Calbuco;2075199;1886493;998258;2
57409;Hornopirén;2434908;1509887;903400;5
57410;Quellón;2110883;3047770;782977;4
57411;Chinquihue;2311110;1446031;1327793;3
57412;Chinquihue;2539921;2775942;568019;6
57413;Puerto Montt;1961034;3419342;756408;4
57414;Hornopirén;2255653;2666987;1086200;4
57415;Hornopirén;2167765;3953170;981567;3
57416;Puerto Montt;1364156;2922834;688432;12
57417;Hornopirén;2059379;2410549;815992;8
57418;Calbuco;1729609;1578963;905174;3
57419;Quellón;2414016;1999321;1395090;2
57420;Calbuco;2200630;2426012;1054233;2
57421;Hornopirén;1784007;1337674;1262092;11
57422;Quellón;2481974;2419800;920257;7
57423;Calbuco;1904835;3042847;1241548;7
57424;Calbuco;2503498;3540964;1187196;2
57425;Calbuco;1837821;2933436;1186954;5
57426;Puerto Montt;1632706;2923422;847858;8
57427;Quellón;2667389;3535341;1221133;11
57428;Calbuco;2567811;4002570;935652;2
57429;Quellón;1321230;2955774;1143651;2
57430;Hornopirén;1695298;4373416;791657;9
57431;Calbuco;2465391;2875237;962610;2
57432;Chinquihue;1858451;4295622;903238;12
57433;Calbuco;2476931;2353295;1397581;8
57434;Quellón;2898337;3495253;941236;6
57435;Chinquihue;2550250;2717068;1390906;9
57436;Quellón;1983292;3776040;1026152;2
57437;Quellón;2149390;2664465;865608;10
57438;Calbuco;2185882;1302928;314297;10
57439;Hornopirén;2081789;2473765;941033;6
57440;Quellón;2217791;3202311;1140279;11
57441;Chinquihue;2372119;3821146;848470;5
57442;Quellón;2613560;2818646;645495;12
57443;Calbuco;1827050;2806505;1248988;1
57444;Calbuco;1994398;3618959;920367;7
57445;Puerto Montt;1897583;2065295;834910;11
57446;Quellón;2483222;2444456;929805;11
57447;Calbuco;2289709;2200303;1452468;9
57448;Hornopirén;2289605;2879904;880905;10
57449;Puerto Montt;1807775;3537817;423628;1
57450;Quellón;2132318;3634468;1267195;10
57451;Puerto Montt;2752822;2207660;973923;7
57452;Puerto Montt;1870313;2807302;958576;4
57453;Chinquihue;1981492;2553090;1295453;3
57454;Chinquihue;2297859;3663299;1078443;2
57455;Puerto Montt;1566464;2876393;538013;10
57456;Puerto Montt;2065517;2714030;314762;4
57457;Quellón;1279439;3439445;784850;3
57458;Calbuco;1904149;3939541;953169;4
57459;Hornopirén;2116690;2928013;1325090;11
57460;Quellón;1522590;2045512;1293683;12
57461;Calbuco;1416103;2949010;595247;12
57462;Puerto Montt;2619556;2432663;1459975;2
57463;Chinquihue;1436909;2586884;1175837;1
57464;Chinquihue;2816290;2198149;929058;5
57465;Calbuco;2322701;2773543;770616;5
57466;Hornopirén;2495360;2890922;739560;10
57467;Quellón;1881174;3547710;738925;8
57468;Calbuco;755208;3671675;1443065;9
57469;Calbuco;2086596;3263704;631258;5
57470;Hornopirén;2495533;2839571;1152070;2
57471;Quellón;1744973;2556114;966380;8
57472;Puerto Montt;1646763;3822226;902833;8
57473;Puerto Montt;2157100;2974775;1057790;7
57474;Calbuco;2376082;3928177;954975;8
57475;Calbuco;1233393;3558321;972600;1
57476;Hornopirén;2053519;2308072;652733;1
57477;Puerto Montt;2305075;3135313;870187;6
57478;Calbuco;1520354;4197252;1120513;2
57479;Hornopirén;2066183;4628727;940560;9
57480;Calbuco;2106502;2874859;1016145;10
57481;Puerto Montt;738814;2635562;1057224;7
57482;Chinquihue;2860321;4888480;805098;6
57483;Calbuco;1774126;3407121;942847;8
57484;Quellón;2070207;2644252;873331;9
57485;Quellón;2951793;4006100;692686;3
57486;Calbuco;1824270;2573624;796009;1
57487;Hornopirén;1613956;3316845;1339601;2
57488;Hornopirén;1222659;4224842;614939;11
57489;Puerto Montt;2732501;2846941;1597314;11
57490;Quellón;1962767;4633226;776412;1
57491;Quellón;2087843;2581724;1414357;7
57492;Puerto Montt;1682749;2552322;1473172;7
57493;Puerto Montt;2812025;2240749;1355906;7
57494;Calbuco;1499106;3821295;527222;6
57495;Calbuco;1881964;2896900;702129;6
57496;Chinquihue;1078803;1506429;879824;2
57497;Quellón;1878576;2829170;1672050;4
57498;Quellón;2367122;3412050;610038;4
57499;Quellón;1603676;3851990;1049179;2
57500;Calbuco;2362358;3415608;1037331;3
57501;Quellón;2174128;4369583;1014919;9
57502;Quellón;1682201;2219716;688393;1
57503;Chinquihue;2960169;3785221;1212404;1
57504;Quellón;1297549;2958844;1052156;8
57505;Quellón;2702898;2229178;1101002;10
57506;Hornopirén;1895350;3394450;807814;8
57507;Chinquihue;2333977;4096637;1032081;9
57508;Puerto Montt;2813495;3790880;823810;5
57509;Chinquihue;2457177;4047240;913811;7
57510;Calbuco;2498120;2882434;1171248;11
57511;Quellón;2070141;3927026;1325187;4
57512;Chinquihue;1714072;1646834;1322923;11
57513;Hornopirén;1946682;5005940;1391911;3
57514;Hornopirén;1783208;4080075;1670250;5
57515;Quellón;2807623;3555155;1029562;7
57516;Chinquihue;2654487;1867800;663502;4
57517;Quellón;1849394;3199305;1123755;8
57518;Hornopirén;2344697;2239933;744166;9
57519;Calbuco;1807428;3594010;1350056;9
57520;Puerto Montt;2992894;3274573;939208;5
57521;Quellón;2623988;3287964;1324937;4
57522;Puerto Montt;2401337;1723759;1279073;2
57523;Puerto Montt;1838281;2639188;1208344;7
57524;Calbuco;2096705;3157381;992084;6
57525;Chinquihue;2225299;4591881;1058924;10
57526;Quellón;1769338;4501569;995920;1
57527;Calbuco;1718327;2655076;1052708;12
57528;Chinquihue;1597579;3370496;1041793;5
57529;Hornopirén;1145827;3145218;883145;7
57530;Hornopirén;1766191;2346728;473463;3
57531;Calbuco;1543875;4248774;1412720;11
57532;Puerto Montt;1038527;1687027;783668;5
57533;Chinquihue;1809450;4324569;972771;6
57534;Puerto Montt;1489244;3302799;1034769;9
57535;Hornopirén;2037395;3203832;438059;1
57536;Puerto Montt;1501801;2829322;1337022;3
57537;Chinquihue;2369940;3857553;563559;7
57538;Chinquihue;1751273;1957918;1005693;10
57539;Puerto Montt;2939405;3840013;1134135;10
57540;Chinquihue;1997472;3096566;1254857;4
57541;Chinquihue;2242911;2313935;1178006;7
57542;Quellón;2255516;3329950;736046;6
57543;Hornopirén;1055604;3910024;1087184;8
57544;Calbuco;1219366;1972601;643987;12
57545;Chinquihue;2340165;2849370;1342734;1
57546;Calbuco;1579053;2846234;1241374;4
57547;Chinquihue;2159551;2881195;904538;12
57548;Hornopirén;1157919;4073867;975809;3
57549;Quellón;2369294;1678169;1148841;2
57550;Calbuco;1820575;3239544;1030697;6
57551;Hornopirén;1919385;3110914;1309288;7
57552;Quellón;1584081;4917163;955992;2
57553;Chinquihue;1988726;3775545;516148;1
57554;Hornopirén;1174970;4151865;1190129;6
57555;Chinquihue;1896362;3625292;1265119;8
57556;Quellón;1504763;2943141;1168916;4
57557;Quellón;2146390;2987721;610920;5
57558;Calbuco;2070500;2262055;1162836;1
57559;Puerto Montt;1411133;3396567;1066765;6
57560;Calbuco;2176039;2201021;1348394;2
57561;Hornopirén;2024493;3202799;1712944;1
57562;Calbuco;1830015;3298747;737886;3
57563;Hornopirén;1859798;4471920;667240;4
57564;Hornopirén;1622620;2419218;851393;7
57565;Chinquihue;2050100;1950652;848077;7
57566;Quellón;1368641;2437364;946853;7
57567;Hornopirén;2272125;3377266;605612;6
57568;Chinquihue;1650609;3078540;1394104;6
57569;Calbuco;1553544;2558404;1050743;6
57570;Quellón;2645786;3637462;1077025;11
57571;Quellón;2086838;2572516;1053223;7
57572;Quellón;3006025;3867194;976276;9
57573;Hornopirén;1796887;4269508;528907;10
57574;Quellón;1459325;2875495;850918;5
57575;Hornopirén;1187919;1802888;774567;12
57576;Quellón;2935799;1976482;847067;1
57577;Chinquihue;2425019;3882162;1066571;2
57578;Chinquihue;1706413;1618698;1041347;2
57579;Quellón;2541201;2926084;1227775;2
57580;Quellón;1996162;2837754;1222954;4
57581;Puerto Montt;1518312;4709362;778076;6
57582;Hornopirén;1858356;1456077;769928;6
57583;Hornopirén;2036761;2565841;1272615;10
57584;Quellón;2195715;1894630;985444;11
57585;Calbuco;1893713;4138502;546368;8
57586;Calbuco;2629038;3479337;1796530;10
57587;Quellón;584709;4312152;1000092;1
57588;Calbuco;2932324;2646478;1108637;9
57589;Puerto Montt;2212148;3005472;363068;4
57590;Quellón;2581890;3656711;551643;12
57591;Calbuco;2753636;2842593;1216789;2
57592;Chinquihue;996247;2908781;976934;2
57593;Puerto Montt;2300074;4371869;1352456;3
57594;Calbuco;1509537;3105579;1358171;6
57595;Chinquihue;1869278;3113442;1361200;10
57596;Calbuco;1456238;3015555;1345418;10
57597;Chinquihue;2063591;3648287;1279568;12
57598;Hornopirén;1518627;2148739;1591262;9
57599;Calbuco;1024750;2807756;1102135;11
57600;Chinquihue;1414686;3044144;995605;5
57601;Chinquihue;2161370;3579968;781303;1
57602;Chinquihue;1060966;3610089;789067;12
57603;Chinquihue;2063422;3872229;810660;10
57604;Calbuco;2356154;3569850;1373619;7
57605;Quellón;2436153;1744347;902868;10
57606;Calbuco;1617363;4646362;1212461;11
57607;Calbuco;2684726;3550046;1271486;1
57608;Hornopirén;2061370;3416292;1370346;7
57609;Calbuco;3223621;2972525;664808;4
57610;Hornopirén;1744842;1687797;1511762;8
57611;Hornopirén;2066779;2452857;1262379;9
57612;Puerto Montt;2051373;3139802;919932;5
57613;Hornopirén;1276448;2545249;521050;11
57614;Quellón;1111896;2411413;1070157;8
57615;Chinquihue;1238020;3533908;1321661;12
57616;Calbuco;2187772;3229244;1028162;2
57617;Puerto Montt;2474207;4230305;1326124;3
57618;Puerto Montt;1292896;3128729;657830;7
57619;Chinquihue;1677736;1773321;635797;9
57620;Puerto Montt;1567865;1944827;768431;3
57621;Calbuco;2353035;2664733;1187512;6
57622;Puerto Montt;3116775;4271928;609721;10
57623;Calbuco;1957887;1716824;1074509;8
57624;Quellón;793268;3020847;1246894;2
57625;Hornopirén;1963567;1941126;379506;11
57626;Hornopirén;2150203;2657654;1221116;5
57627;Hornopirén;2845620;4634623;553971;5
57628;Hornopirén;2963676;2406101;1223978;7
57629;Chinquihue;2145553;2884865;1090215;5
57630;Hornopirén;2516687;3504981;1472669;4
57631;Hornopirén;1727444;2684640;1138633;4
57632;Hornopirén;2670263;2845521;1386425;1
57633;Hornopirén;2516377;2333426;975165;11
57634;Quellón;1316129;2763930;1022439;3
57635;Quellón;1864684;2112949;720328;2
57636;Quellón;1629506;4106051;857314;3
57637;Quellón;2829842;3726533;1252825;12
57638;Quellón;1892635;2831549;1355197;9
57639;Calbuco;2179022;3155227;1196249;12
57640;Quellón;1845897;3287275;1064719;2
57641;Puerto Montt;1834859;4387565;642321;1
57642;Hornopirén;1830079;3502091;459592;3
57643;Chinquihue;1033047;3596082;1494542;8
57644;Calbuco;1845036;1835227;1086539;8
57645;Chinquihue;2796180;3355911;1138516;10
57646;Calbuco;2416983;2931168;556964;5
57647;Quellón;2294814;3823870;1264410;7
57648;Puerto Montt;1959377;2265190;1122856;8
57649;Quellón;1324080;3253621;718633;7
57650;Chinquihue;2960626;3392433;615621;1
57651;Puerto Montt;2043895;2934253;1276061;4
